cycle, observation, reward, action, explored, explore_rate, total reward, average reward, time, model size
1, 0, 0, 6, 1, 0.9999, 0, 0, 4e-06, 1
2, 24, 3, 6, 1, 0.999899, 3, 1.5, 2e-06, 1
3, 0, 0, 1, 1, 0.999898, 3, 1, 4.8e-05, 344
4, 16392, 3, 8, 1, 0.999897, 6, 1.5, 0.000138, 1588
5, 16425, 3, 7, 1, 0.999896, 9, 1.8, 0.000141, 2812
6, 0, 0, 1, 1, 0.999895, 9, 1.5, 0.000135, 3893
7, 147456, 3, 1, 1, 0.999894, 12, 1.71429, 0.000136, 4849
8, 0, 0, 7, 1, 0.999893, 12, 1.5, 0.000133, 5846
9, 32772, 3, 1, 1, 0.999892, 15, 1.66667, 0.000138, 6999
10, 0, 0, 0, 1, 0.999891, 15, 1.5, 0.000135, 8029
11, 65664, 3, 1, 1, 0.99989, 18, 1.63636, 0.000151, 9139
12, 82560, 3, 5, 1, 0.999889, 21, 1.75, 0.000138, 10279
13, 0, 0, 4, 1, 0.999888, 21, 1.61538, 0.000144, 11334
14, 264, 3, 5, 1, 0.999887, 24, 1.71429, 0.00014, 12479
15, 8520, 3, 4, 1, 0.999886, 27, 1.8, 0.000138, 13643
16, 0, 0, 3, 1, 0.999885, 27, 1.6875, 0.000117, 14655
17, 1032, 3, 8, 1, 0.999884, 30, 1.76471, 0.000122, 15742
18, 1545, 3, 4, 1, 0.999883, 33, 1.83333, 0.000119, 16858
19, 0, 0, 6, 1, 0.999882, 33, 1.73684, 0.000116, 17805
20, 2064, 3, 7, 1, 0.999881, 36, 1.8, 0.000119, 18925
21, 133140, 3, 8, 1, 0.99988, 39, 1.85714, 0.000133, 20017
22, 0, 5, 7, 1, 0.999879, 44, 2, 0.000118, 21115
23, 132, 3, 4, 1, 0.999878, 47, 2.04348, 0.000134, 22030
24, 131460, 3, 0, 1, 0.999877, 50, 2.08333, 0.000121, 23118
25, 0, 0, 4, 1, 0.999876, 50, 2, 0.000121, 23970
26, 384, 3, 6, 1, 0.999875, 53, 2.03846, 0.000117, 24934
27, 131472, 3, 7, 1, 0.999874, 56, 2.07407, 0.000119, 25961
28, 139668, 3, 4, 1, 0.999873, 59, 2.10714, 0.000118, 27114
29, 0, 0, 4, 1, 0.999872, 59, 2.03448, 0.000117, 28082
30, 33024, 3, 5, 1, 0.999871, 62, 2.06667, 0.000115, 28919
31, 33120, 3, 0, 1, 0.99987, 65, 2.09677, 0.000119, 30054
32, 100704, 3, 6, 1, 0.999869, 68, 2.125, 0.000118, 31160
33, 0, 0, 8, 1, 0.999868, 68, 2.06061, 0.000134, 32152
34, 513, 3, 2, 1, 0.999867, 71, 2.08824, 0.000116, 33169
35, 135681, 3, 8, 1, 0.999866, 74, 2.11429, 0.000108, 34277
36, 0, 0, 4, 1, 0.999865, 74, 2.05556, 0.000121, 35310
37, 131328, 3, 1, 1, 0.999864, 77, 2.08108, 0.000131, 35967
38, 147744, 3, 2, 1, 0.999863, 80, 2.10526, 0.00012, 37093
39, 151842, 3, 0, 1, 0.999862, 83, 2.12821, 0.000122, 38252
40, 0, 0, 2, 1, 0.999861, 83, 2.075, 0.000118, 39197
41, 4104, 3, 7, 1, 0.99986, 86, 2.09756, 0.000128, 40226
42, 0, 0, 8, 1, 0.999859, 86, 2.04762, 0.000105, 41211
43, 8193, 3, 8, 1, 0.999858, 89, 2.06977, 0.000112, 41993
44, 0, 0, 2, 1, 0.999857, 89, 2.02273, 0.000109, 42959
45, 135168, 3, 8, 1, 0.999856, 92, 2.04444, 9.3e-05, 43770
46, 167937, 3, 0, 1, 0.999855, 95, 2.06522, 9.9e-05, 44845
47, 0, 0, 6, 1, 0.999854, 95, 2.02128, 0.000102, 45799
48, 2064, 3, 5, 1, 0.999853, 98, 2.04167, 0.00012, 46384
49, 2136, 3, 6, 1, 0.999852, 101, 2.06122, 0.000108, 47494
50, 0, 0, 2, 1, 0.999851, 101, 2.02, 0.000103, 48442
51, 36864, 3, 5, 1, 0.99985, 104, 2.03922, 9.4e-05, 49100
52, 36930, 3, 1, 1, 0.999849, 107, 2.05769, 0.000103, 50238
53, 0, 0, 0, 1, 0.999848, 107, 2.01887, 9.4e-05, 51183
54, 98304, 3, 5, 1, 0.999847, 110, 2.03704, 9.6e-05, 51877
55, 98370, 3, 8, 1, 0.999846, 113, 2.05455, 0.000103, 52949
56, 0, 0, 8, 1, 0.999845, 113, 2.01786, 9.2e-05, 53923
57, 2049, 3, 6, 1, 0.999844, 116, 2.03509, 8.4e-05, 54699
58, 133137, 3, 6, 1, 0.999843, 119, 2.05172, 8.6e-05, 55821
59, 0, 0, 0, 1, 0.999842, 119, 2.01695, 8.4e-05, 56817
60, 98304, 3, 5, 1, 0.999841, 122, 2.03333, 8.2e-05, 57404
61, 98376, 3, 1, 1, 0.99984, 125, 2.04918, 8.8e-05, 58276
62, 0, 0, 0, 1, 0.999839, 125, 2.01613, 9.4e-05, 59212
63, 98304, 3, 8, 1, 0.999838, 128, 2.03175, 8.4e-05, 59716
64, 106497, 3, 2, 1, 0.999837, 131, 2.04688, 8.8e-05, 60746
65, 0, 0, 5, 1, 0.999836, 131, 2.01538, 8.6e-05, 61742
66, 8256, 3, 8, 1, 0.999835, 134, 2.0303, 8.8e-05, 62789
67, 8265, 3, 0, 1, 0.999834, 137, 2.04478, 8.7e-05, 63884
68, 106569, 3, 5, 1, 0.999833, 140, 2.05882, 9.3e-05, 64945
69, 0, 0, 8, 1, 0.999832, 140, 2.02899, 9e-05, 65951
70, 8193, 3, 0, 1, 0.999831, 143, 2.04286, 7.5e-05, 66518
71, 73857, 3, 1, 1, 0.99983, 146, 2.05634, 8.6e-05, 67514
72, 90273, 3, 6, 1, 0.999829, 149, 2.06944, 0.000101, 68640
73, 0, 0, 3, 1, 0.999828, 149, 2.0411, 8.6e-05, 69623
74, 9216, 3, 0, 1, 0.999827, 152, 2.05405, 8.3e-05, 70531
75, 74760, 3, 2, 1, 0.999826, 155, 2.06667, 8.6e-05, 71517
76, 0, 0, 4, 1, 0.999825, 155, 2.03947, 7.5e-05, 72421
77, 2304, 3, 5, 1, 0.999824, 158, 2.05195, 7.9e-05, 73165
78, 2376, 3, 4, 1, 0.999823, 161, 2.0641, 8.6e-05, 74168
79, 0, 0, 2, 1, 0.999822, 161, 2.03797, 8e-05, 75060
80, 36864, 3, 4, 1, 0.999821, 164, 2.05, 7.3e-05, 75627
81, 39168, 3, 8, 1, 0.99982, 167, 2.06173, 7.6e-05, 76683
82, 39201, 3, 1, 1, 0.999819, 170, 2.07317, 9.2e-05, 77810
83, 0, 0, 4, 1, 0.999818, 170, 2.04819, 7.5e-05, 78734
84, 288, 3, 3, 1, 0.999817, 173, 2.05952, 7.5e-05, 79611
85, 1320, 3, 4, 1, 0.999816, 176, 2.07059, 7.5e-05, 80680
86, 0, 0, 3, 1, 0.999815, 176, 2.04651, 7.5e-05, 81561
87, 9216, 3, 1, 1, 0.999814, 179, 2.05747, 7.1e-05, 82086
88, 25602, 3, 2, 1, 0.999813, 182, 2.06818, 7.2e-05, 83168
89, 0, 0, 2, 1, 0.999812, 182, 2.04494, 7.2e-05, 84016
90, 4128, 3, 2, 1, 0.999811, 185, 2.05556, 7.3e-05, 84917
91, 0, 0, 0, 1, 0.99981, 185, 2.03297, 8.2e-05, 85752
92, 98304, 3, 7, 1, 0.999809, 188, 2.04348, 6.7e-05, 86319
93, 98340, 3, 5, 1, 0.999808, 191, 2.05376, 8.3e-05, 87435
94, 106596, 3, 8, 1, 0.999807, 194, 2.06383, 7.6e-05, 88498
95, 0, 1, 5, 1, 0.999806, 195, 2.05263, 7.8e-05, 89500
96, 72, 3, 7, 1, 0.999805, 198, 2.0625, 6.9e-05, 90370
97, 0, 0, 2, 1, 0.999804, 198, 2.04124, 7e-05, 91309
98, 36864, 3, 4, 1, 0.999803, 201, 2.05102, 6.3e-05, 91855
99, 37248, 3, 2, 1, 0.999802, 204, 2.06061, 6.9e-05, 92424
100, 0, 0, 8, 1, 0.999801, 204, 2.04, 7e-05, 93374
101, 129, 3, 6, 1, 0.9998, 207, 2.0495, 7.6e-05, 94224
102, 32913, 3, 6, 1, 0.999799, 210, 2.05882, 7e-05, 95264
103, 0, 0, 0, 1, 0.999798, 210, 2.03883, 7.7e-05, 96152
104, 98304, 3, 2, 1, 0.999797, 213, 2.04808, 6.3e-05, 96677
105, 102912, 3, 4, 1, 0.999796, 216, 2.05714, 6.7e-05, 97760
106, 0, 0, 8, 1, 0.999795, 216, 2.03774, 6.8e-05, 98742
107, 32769, 3, 6, 1, 0.999794, 219, 2.04673, 6.6e-05, 99408
108, 32793, 3, 7, 1, 0.999793, 222, 2.05556, 0.000121, 100473
109, 0, 0, 1, 1, 0.999792, 222, 2.0367, 6.9e-05, 101481
110, 24576, 3, 7, 1, 0.999791, 225, 2.04545, 7.4e-05, 102095
111, 24708, 3, 4, 1, 0.99979, 228, 2.05405, 7.4e-05, 103135
112, 0, 5, 6, 1, 0.999789, 233, 2.08036, 7.1e-05, 104187
113, 32784, 3, 7, 1, 0.999788, 236, 2.0885, 7e-05, 105004
114, 33300, 3, 7, 1, 0.999787, 239, 2.09649, 7.2e-05, 106080
115, 0, 0, 4, 1, 0.999786, 239, 2.07826, 6.2e-05, 106962
116, 131328, 3, 2, 1, 0.999785, 242, 2.08621, 6.1e-05, 107533
117, 135426, 3, 6, 1, 0.999784, 245, 2.09402, 6.6e-05, 108623
118, 0, 5, 8, 1, 0.999783, 250, 2.11864, 6.4e-05, 109580
119, 33, 3, 3, 1, 0.999782, 253, 2.12605, 6.8e-05, 110512
120, 9249, 3, 1, 1, 0.999781, 256, 2.13333, 6.5e-05, 111595
121, 25761, 3, 5, 1, 0.99978, 259, 2.1405, 6.7e-05, 112647
122, 0, 0, 6, 1, 0.999779, 259, 2.12295, 6.4e-05, 113631
123, 24, 3, 4, 1, 0.999778, 262, 2.13008, 6.4e-05, 114541
124, 131352, 3, 3, 1, 0.999777, 265, 2.1371, 6.6e-05, 115532
125, 132504, 3, 4, 1, 0.999776, 268, 2.144, 6.8e-05, 116651
126, 0, 0, 6, 1, 0.999775, 268, 2.12698, 6.3e-05, 117544
127, 32784, 3, 5, 1, 0.999774, 271, 2.13386, 6.3e-05, 118111
128, 41040, 3, 6, 1, 0.999773, 274, 2.14062, 7e-05, 119172
129, 0, 0, 7, 1, 0.999772, 274, 2.12403, 7.4e-05, 120082
130, 131076, 3, 6, 1, 0.999771, 277, 2.13077, 7.5e-05, 120720
131, 133140, 3, 7, 1, 0.99977, 280, 2.1374, 7.1e-05, 121765
132, 0, 0, 5, 1, 0.999769, 280, 2.12121, 6.4e-05, 122809
133, 576, 3, 6, 1, 0.999768, 283, 2.12782, 6.6e-05, 123621
134, 594, 3, 2, 1, 0.999767, 286, 2.13433, 6.6e-05, 124716
135, 0, 1, 1, 1, 0.999766, 287, 2.12593, 6.2e-05, 125587
136, 16386, 3, 6, 1, 0.999765, 290, 2.13235, 6.6e-05, 126532
137, 24594, 3, 2, 1, 0.999764, 293, 2.13869, 6.7e-05, 127594
138, 0, 0, 6, 1, 0.999763, 293, 2.12319, 6e-05, 128311
139, 131088, 3, 3, 1, 0.999762, 296, 2.1295, 5.8e-05, 128940
140, 132240, 3, 3, 1, 0.999761, 299, 2.13571, 6.4e-05, 129991
141, 0, 0, 3, 1, 0.99976, 299, 2.12057, 6.2e-05, 130901
142, 33792, 3, 7, 1, 0.999759, 302, 2.12676, 6.7e-05, 131614
143, 41988, 3, 5, 1, 0.999758, 305, 2.13287, 6.3e-05, 132655
144, 42564, 3, 3, 1, 0.999757, 308, 2.13889, 6.4e-05, 133782
145, 0, 0, 7, 1, 0.999756, 308, 2.12414, 6.2e-05, 134721
146, 516, 3, 5, 1, 0.999755, 311, 2.13014, 7.4e-05, 135514
147, 2628, 3, 2, 1, 0.999754, 314, 2.13605, 6.5e-05, 136565
148, 6726, 3, 6, 1, 0.999753, 317, 2.14189, 6.2e-05, 137690
149, 39510, 3, 3, 1, 0.999752, 320, 2.14765, 6.4e-05, 138828
150, 0, 0, 3, 1, 0.999751, 320, 2.13333, 6e-05, 139746
151, 1056, 3, 6, 1, 0.99975, 323, 2.13907, 6e-05, 140628
152, 0, 0, 1, 1, 0.999749, 323, 2.125, 6.3e-05, 141511
153, 16512, 3, 1, 1, 0.999748, 326, 2.13072, 7.4e-05, 142263
154, 0, 0, 5, 1, 0.999747, 326, 2.11688, 6.4e-05, 143144
155, 96, 3, 8, 1, 0.999746, 329, 2.12258, 6.8e-05, 144030
156, 2145, 3, 4, 1, 0.999745, 332, 2.12821, 6.8e-05, 145038
157, 10593, 3, 2, 1, 0.999744, 335, 2.13376, 6.5e-05, 146148
158, 0, 0, 3, 1, 0.999743, 335, 2.12025, 5.9e-05, 147102
159, 1536, 3, 0, 1, 0.999742, 338, 2.12579, 6.5e-05, 147878
160, 67074, 3, 5, 1, 0.999741, 341, 2.13125, 6.6e-05, 148923
161, 67146, 3, 0, 1, 0.99974, 344, 2.13665, 6.4e-05, 150040
162, 0, 0, 6, 1, 0.999739, 344, 2.12346, 6.4e-05, 150915
163, 24, 3, 8, 1, 0.999738, 347, 2.12883, 5.8e-05, 151475
164, 537, 3, 5, 1, 0.999737, 350, 2.13415, 9.1e-05, 152479
165, 131673, 3, 3, 1, 0.999736, 353, 2.13939, 8.7e-05, 153578
166, 0, 1, 8, 1, 0.999735, 354, 2.13253, 6.5e-05, 154612
167, 131073, 3, 6, 1, 0.999734, 357, 2.13772, 5.9e-05, 155288
168, 163857, 3, 3, 1, 0.999733, 360, 2.14286, 6.2e-05, 156316
169, 165393, 3, 4, 1, 0.999732, 363, 2.14793, 6.4e-05, 157435
170, 0, 0, 3, 1, 0.999731, 363, 2.13529, 6.2e-05, 158353
171, 9216, 3, 1, 1, 0.99973, 366, 2.14035, 5.7e-05, 158878
172, 25728, 3, 7, 1, 0.999729, 369, 2.14535, 6.3e-05, 159689
173, 25764, 3, 0, 1, 0.999728, 372, 2.15029, 6.2e-05, 160741
174, 0, 1, 2, 1, 0.999727, 373, 2.14368, 6.1e-05, 161686
175, 4224, 3, 7, 1, 0.999726, 376, 2.14857, 5.9e-05, 162562
176, 135300, 3, 7, 1, 0.999725, 379, 2.15341, 6.3e-05, 163566
177, 0, 0, 4, 1, 0.999724, 379, 2.14124, 6.1e-05, 164511
178, 384, 3, 3, 1, 0.999723, 382, 2.14607, 7.2e-05, 165066
179, 132480, 3, 8, 1, 0.999722, 385, 2.15084, 5.9e-05, 166052
180, 140673, 3, 7, 1, 0.999721, 388, 2.15556, 7e-05, 167100
181, 140709, 3, 0, 1, 0.99972, 391, 2.16022, 6.4e-05, 168237
182, 0, 0, 0, 1, 0.999719, 391, 2.14835, 6.1e-05, 169105
183, 73728, 3, 5, 1, 0.999718, 394, 2.15301, 5.9e-05, 169762
184, 75840, 3, 7, 1, 0.999717, 397, 2.15761, 6.2e-05, 170839
185, 76356, 3, 1, 1, 0.999716, 400, 2.16216, 6.5e-05, 171934
186, 0, 1, 4, 1, 0.999715, 401, 2.15591, 6.1e-05, 172941
187, 33024, 3, 2, 1, 0.999714, 404, 2.16043, 6.3e-05, 173571
188, 37128, 3, 0, 1, 0.999713, 407, 2.16489, 6.9e-05, 174624
189, 102696, 3, 2, 1, 0.999712, 410, 2.16931, 6.5e-05, 175687
190, 0, 0, 3, 1, 0.999711, 410, 2.15789, 6.2e-05, 176632
191, 33792, 3, 8, 1, 0.99971, 413, 2.1623, 5.9e-05, 177152
192, 33921, 3, 8, 1, 0.999709, 416, 2.16667, 6.4e-05, 178157
193, 0, 0, 5, 1, 0.999708, 416, 2.15544, 5.9e-05, 179102
194, 72, 3, 7, 1, 0.999707, 419, 2.15979, 5.9e-05, 179725
195, 0, 0, 1, 1, 0.999706, 419, 2.14872, 5.5e-05, 179845
196, 16416, 3, 7, 1, 0.999705, 422, 2.15306, 6.2e-05, 180682
197, 24612, 3, 0, 1, 0.999704, 425, 2.15736, 6.6e-05, 181698
198, 90276, 3, 2, 1, 0.999703, 428, 2.16162, 6.3e-05, 182758
199, 0, 0, 7, 1, 0.999702, 428, 2.15075, 6.1e-05, 183700
200, 36, 3, 1, 1, 0.999701, 431, 2.155, 6e-05, 184512
201, 147492, 3, 8, 1, 0.9997, 434, 2.1592, 6.3e-05, 185536
202, 148005, 3, 7, 1, 0.999699, 437, 2.16337, 6.6e-05, 186662
203, 0, 0, 2, 1, 0.999698, 437, 2.15271, 6.1e-05, 187649
204, 135168, 3, 3, 1, 0.999697, 440, 2.15686, 6e-05, 188182
205, 136224, 3, 4, 1, 0.999696, 443, 2.16098, 6.3e-05, 189232
206, 136488, 3, 1, 1, 0.999695, 446, 2.16505, 6.3e-05, 190325
207, 0, 1, 8, 1, 0.999694, 447, 2.15942, 6.7e-05, 191280
208, 2049, 3, 1, 1, 0.999693, 450, 2.16346, 6.6e-05, 191865
209, 18945, 3, 2, 1, 0.999692, 453, 2.16746, 7.1e-05, 192884
210, 0, 1, 6, 1, 0.999691, 454, 2.1619, 6.7e-05, 193848
211, 144, 3, 6, 1, 0.99969, 457, 2.16588, 6.5e-05, 194717
212, 0, 0, 0, 1, 0.999689, 457, 2.15566, 6.3e-05, 195553
213, 98304, 3, 3, 1, 0.999688, 460, 2.15962, 5.9e-05, 196036
214, 99456, 3, 1, 1, 0.999687, 463, 2.16355, 6.4e-05, 197070
215, 0, 0, 3, 1, 0.999686, 463, 2.15349, 5.9e-05, 197971
216, 33792, 3, 6, 1, 0.999685, 466, 2.15741, 5.9e-05, 198537
217, 33810, 3, 0, 1, 0.999684, 469, 2.16129, 6.5e-05, 199593
218, 0, 5, 2, 1, 0.999683, 474, 2.17431, 6.4e-05, 200604
219, 4128, 3, 0, 1, 0.999682, 477, 2.17808, 6e-05, 201276
220, 69792, 3, 2, 1, 0.999681, 480, 2.18182, 6.7e-05, 202318
221, 0, 0, 6, 1, 0.99968, 480, 2.17195, 6.9e-05, 203142
222, 144, 3, 5, 1, 0.999679, 483, 2.17568, 5.5e-05, 203706
223, 0, 0, 0, 1, 0.999678, 483, 2.16592, 6.3e-05, 204632
224, 67584, 3, 8, 1, 0.999677, 486, 2.16964, 6e-05, 205364
225, 67593, 3, 2, 1, 0.999676, 489, 2.17333, 6.9e-05, 206437
226, 71817, 3, 4, 1, 0.999675, 492, 2.17699, 7.1e-05, 207531
227, 0, 5, 1, 1, 0.999674, 497, 2.18943, 6.4e-05, 208547
228, 147456, 3, 3, 1, 0.999673, 500, 2.19298, 6.1e-05, 209219
229, 148608, 3, 2, 1, 0.999672, 503, 2.19651, 6.5e-05, 210258
230, 153216, 3, 1, 1, 0.999671, 506, 2.2, 6.4e-05, 211293
231, 0, 0, 8, 1, 0.99967, 506, 2.19048, 6.3e-05, 212198
232, 8193, 3, 8, 1, 0.999669, 509, 2.19397, 6.1e-05, 212771
233, 0, 0, 4, 1, 0.999668, 509, 2.18455, 4.9e-05, 212862
234, 8448, 3, 1, 1, 0.999667, 512, 2.18803, 7.4e-05, 213513
235, 24960, 3, 0, 1, 0.999666, 515, 2.19149, 6.6e-05, 214514
236, 90528, 3, 5, 1, 0.999665, 518, 2.19492, 6.4e-05, 215529
237, 0, 0, 4, 1, 0.999664, 518, 2.18565, 6.9e-05, 216495
238, 288, 3, 6, 1, 0.999663, 521, 2.18908, 6.1e-05, 217030
239, 0, 0, 6, 1, 0.999662, 521, 2.17992, 6.3e-05, 217884
240, 131088, 3, 4, 1, 0.999661, 524, 2.18333, 6e-05, 218453
241, 133392, 3, 3, 1, 0.99966, 527, 2.18672, 6.8e-05, 219521
242, 0, 0, 7, 1, 0.999659, 527, 2.17769, 6e-05, 220385
243, 36, 3, 5, 1, 0.999658, 530, 2.18107, 6.8e-05, 220922
244, 612, 3, 8, 1, 0.999657, 533, 2.18443, 6.5e-05, 221912
245, 131685, 3, 1, 1, 0.999656, 536, 2.18776, 6.5e-05, 222975
246, 0, 1, 1, 1, 0.999655, 537, 2.18293, 6.3e-05, 223898
247, 147456, 3, 2, 1, 0.999654, 540, 2.18623, 6.1e-05, 224513
248, 151584, 3, 0, 1, 0.999653, 543, 2.18952, 6.5e-05, 225511
249, 0, 0, 3, 1, 0.999652, 543, 2.18072, 6.3e-05, 226354
250, 1152, 3, 4, 1, 0.999651, 546, 2.184, 6.2e-05, 227135
251, 1410, 3, 7, 1, 0.99965, 549, 2.18725, 6.8e-05, 228192
252, 132486, 3, 1, 1, 0.999649, 552, 2.19048, 7.5e-05, 229273
253, 0, 5, 2, 1, 0.999648, 557, 2.20158, 6.4e-05, 230247
254, 6144, 3, 0, 1, 0.999647, 560, 2.20472, 6.2e-05, 231004
255, 71712, 3, 0, 1, 0.999646, 563, 2.20784, 6.7e-05, 232020
256, 0, 0, 4, 1, 0.999645, 563, 2.19922, 6.7e-05, 232849
257, 8448, 3, 6, 1, 0.999644, 566, 2.20233, 6.6e-05, 233404
258, 8466, 3, 5, 1, 0.999643, 569, 2.20543, 6.5e-05, 234458
259, 139602, 3, 5, 1, 0.999642, 572, 2.20849, 6.5e-05, 235564
260, 0, 0, 0, 1, 0.999641, 572, 2.2, 7.2e-05, 236437
261, 65568, 3, 0, 1, 0.99964, 575, 2.20307, 6.8e-05, 237250
262, 0, 0, 1, 1, 0.999639, 575, 2.19466, 6.6e-05, 238072
263, 24576, 3, 3, 1, 0.999638, 578, 2.19772, 6.1e-05, 238660
264, 25728, 3, 3, 1, 0.999637, 581, 2.20076, 7e-05, 239648
265, 0, 0, 7, 1, 0.999636, 581, 2.19245, 5.8e-05, 240601
266, 8196, 3, 4, 1, 0.999635, 584, 2.19549, 5.7e-05, 241232
267, 8484, 3, 1, 1, 0.999634, 587, 2.1985, 7.6e-05, 242299
268, 0, 5, 4, 1, 0.999633, 592, 2.20896, 6.3e-05, 243307
269, 288, 3, 5, 1, 0.999632, 595, 2.2119, 6.3e-05, 243979
270, 2400, 3, 3, 1, 0.999631, 598, 2.21481, 5.8e-05, 244920
271, 0, 0, 0, 1, 0.99963, 598, 2.20664, 5.7e-05, 245822
272, 65568, 3, 2, 1, 0.999629, 601, 2.20956, 5.4e-05, 246386
273, 69792, 3, 8, 1, 0.999628, 604, 2.21245, 5.8e-05, 247381
274, 70305, 3, 2, 1, 0.999627, 607, 2.21533, 5.8e-05, 248473
275, 0, 0, 6, 1, 0.999626, 607, 2.20727, 5.6e-05, 249353
276, 32784, 3, 8, 1, 0.999625, 610, 2.21014, 5.5e-05, 249788
277, 33297, 3, 1, 1, 0.999624, 613, 2.213, 6.6e-05, 250846
278, 0, 0, 5, 1, 0.999623, 613, 2.20504, 5.7e-05, 251721
279, 96, 3, 4, 1, 0.999622, 616, 2.20789, 5.3e-05, 252204
280, 131424, 3, 8, 1, 0.999621, 619, 2.21071, 6.1e-05, 253159
281, 0, 1, 5, 1, 0.99962, 620, 2.20641, 6.1e-05, 254024
282, 66, 3, 0, 1, 0.999619, 623, 2.20922, 7.2e-05, 254931
283, 98370, 3, 0, 1, 0.999618, 626, 2.21201, 5.9e-05, 255909
284, 0, 0, 2, 1, 0.999617, 626, 2.20423, 5.8e-05, 256618
285, 4104, 3, 4, 1, 0.999616, 629, 2.20702, 5.4e-05, 257143
286, 4392, 3, 3, 1, 0.999615, 632, 2.20979, 6.2e-05, 258172
287, 0, 1, 8, 1, 0.999614, 633, 2.20557, 5.7e-05, 259144
288, 131073, 3, 7, 1, 0.999613, 636, 2.20833, 5.4e-05, 259669
289, 131205, 3, 8, 1, 0.999612, 639, 2.21107, 6.1e-05, 260727
290, 0, 0, 1, 1, 0.999611, 639, 2.20345, 5.7e-05, 261627
291, 18432, 3, 2, 1, 0.99961, 642, 2.20619, 5.6e-05, 262383
292, 22536, 3, 1, 1, 0.999609, 645, 2.2089, 6.5e-05, 263422
293, 0, 0, 3, 1, 0.999608, 645, 2.20137, 5.7e-05, 264332
294, 132096, 3, 1, 1, 0.999607, 648, 2.20408, 5.5e-05, 264902
295, 148482, 3, 8, 1, 0.999606, 651, 2.20678, 6.1e-05, 265931
296, 0, 0, 2, 1, 0.999605, 651, 2.19932, 6.4e-05, 266809
297, 4128, 3, 2, 1, 0.999604, 654, 2.20202, 5.8e-05, 267382
298, 0, 0, 3, 1, 0.999603, 654, 2.19463, 5e-05, 267487
299, 1056, 3, 1, 1, 0.999602, 657, 2.19732, 5.6e-05, 267988
300, 17442, 3, 7, 1, 0.999601, 660, 2.2, 5.9e-05, 269027
301, 17958, 3, 7, 1, 0.9996, 663, 2.20266, 5.8e-05, 270124
302, 0, 0, 8, 1, 0.999599, 663, 2.19536, 5.9e-05, 271026
303, 131073, 3, 2, 1, 0.999598, 666, 2.19802, 5.5e-05, 271514
304, 167937, 3, 3, 1, 0.999597, 669, 2.20066, 5.9e-05, 272549
305, 168969, 3, 5, 1, 0.999596, 672, 2.20328, 5.8e-05, 273625
306, 0, 5, 3, 1, 0.999595, 677, 2.21242, 5.8e-05, 274620
307, 33792, 3, 8, 1, 0.999594, 680, 2.21498, 5.7e-05, 275292
308, 34305, 3, 2, 1, 0.999593, 683, 2.21753, 6.9e-05, 275905
309, 38529, 3, 1, 1, 0.999592, 686, 2.22006, 6.7e-05, 276980
310, 0, 0, 6, 1, 0.999591, 686, 2.2129, 5.8e-05, 277871
311, 18, 3, 8, 1, 0.99959, 689, 2.21543, 5.8e-05, 278743
312, 0, 0, 8, 1, 0.999589, 689, 2.20833, 5.5e-05, 279614
313, 33, 3, 4, 1, 0.999588, 692, 2.21086, 5.9e-05, 280214
314, 131361, 3, 2, 1, 0.999587, 695, 2.21338, 6.7e-05, 281218
315, 135465, 3, 7, 1, 0.999586, 698, 2.21587, 5.8e-05, 282261
316, 0, 0, 7, 1, 0.999585, 698, 2.20886, 5.7e-05, 283122
317, 131076, 3, 3, 1, 0.999584, 701, 2.21136, 5.5e-05, 283668
318, 132102, 3, 5, 1, 0.999583, 704, 2.21384, 5.9e-05, 284700
319, 140358, 3, 7, 1, 0.999582, 707, 2.2163, 5.8e-05, 285814
320, 0, 0, 5, 1, 0.999581, 707, 2.20938, 6e-05, 286775
321, 2112, 3, 3, 1, 0.99958, 710, 2.21184, 5.9e-05, 287427
322, 0, 0, 5, 1, 0.999579, 710, 2.20497, 6.7e-05, 288278
323, 96, 3, 3, 1, 0.999578, 713, 2.20743, 5.7e-05, 288836
324, 1122, 3, 5, 1, 0.999577, 716, 2.20988, 5.8e-05, 289839
325, 0, 0, 7, 1, 0.999576, 716, 2.20308, 5.9e-05, 290742
326, 8196, 3, 5, 1, 0.999575, 719, 2.20552, 5.5e-05, 291313
327, 139332, 3, 8, 1, 0.999574, 722, 2.20795, 6e-05, 292339
328, 139845, 3, 4, 1, 0.999573, 725, 2.21037, 9.2e-05, 293422
329, 0, 0, 3, 1, 0.999572, 725, 2.20365, 6.1e-05, 294301
330, 9216, 3, 1, 1, 0.999571, 728, 2.20606, 5.5e-05, 294784
331, 26112, 3, 3, 1, 0.99957, 731, 2.20846, 6.4e-05, 295288
332, 0, 0, 6, 1, 0.999569, 731, 2.20181, 5.7e-05, 296170
333, 32784, 3, 2, 1, 0.999568, 734, 2.2042, 6.1e-05, 296716
334, 36888, 3, 6, 1, 0.999567, 737, 2.20659, 8.2e-05, 297744
335, 0, 0, 2, 1, 0.999566, 737, 2.2, 6.4e-05, 298686
336, 36864, 3, 7, 1, 0.999565, 740, 2.20238, 6.4e-05, 299169
337, 36870, 3, 6, 1, 0.999564, 743, 2.20475, 7.2e-05, 300221
338, 37014, 3, 7, 1, 0.999563, 746, 2.2071, 6.6e-05, 301295
339, 0, 0, 1, 1, 0.999562, 746, 2.20059, 7.2e-05, 302235
340, 18432, 3, 6, 1, 0.999561, 749, 2.20294, 7.4e-05, 302709
