cycle, observation, reward, action, explored, explore_rate, total reward, average reward, time, model size
8040, 66192, 3, 5, 0, 0.994913, 17946, 2.23209, 0.516995, 3769725
8041, 0, 0, 0, 0, 0.994913, 17946, 2.23181, 0.521503, 3769066
8042, 67584, 3, 4, 0, 0.994913, 17949, 2.23191, 0.491192, 3768059
8043, 67872, 3, 7, 0, 0.994913, 17952, 2.232, 0.499479, 3767240
8044, 76068, 3, 8, 0, 0.994913, 17955, 2.2321, 0.484475, 3767421
8045, 0, 5, 2, 0, 0.994913, 17960, 2.23244, 0.501229, 3768568
8046, 6144, 3, 7, 0, 0.994913, 17963, 2.23254, 0.518267, 3768375
8047, 6150, 3, 1, 0, 0.994913, 17966, 2.23263, 0.478001, 3768099
8048, 22662, 3, 8, 0, 0.994913, 17969, 2.23273, 0.500138, 3768263
8049, 0, 0, 0, 0, 0.994913, 17969, 2.23245, 0.466098, 3767567
8050, 66048, 3, 8, 0, 0.994913, 17972, 2.23255, 0.481739, 3768041
8051, 68097, 3, 8, 0, 0.994913, 17975, 2.23264, 0.48862, 3768607
8052, 0, 0, 0, 0, 0.994913, 17975, 2.23236, 0.501066, 3769579
8053, 65568, 3, 2, 0, 0.994913, 17978, 2.23246, 0.501289, 3768810
8054, 69666, 3, 5, 0, 0.994913, 17981, 2.23256, 0.503785, 3768916
8055, 102498, 3, 6, 0, 0.994913, 17984, 2.23265, 0.495901, 3770596
8056, 0, 0, 1, 0, 0.994913, 17984, 2.23237, 0.487475, 3769458
8057, 16392, 3, 2, 0, 0.994913, 17987, 2.23247, 0.511105, 3768574
8058, 22536, 3, 7, 0, 0.994913, 17990, 2.23256, 0.517587, 3769599
8059, 0, 0, 0, 0, 0.994913, 17990, 2.23229, 0.485793, 3769359
8060, 65568, 3, 4, 0, 0.994913, 17993, 2.23238, 0.512217, 3770038
8061, 74016, 3, 8, 0, 0.994913, 17996, 2.23248, 0.519186, 3769860
8062, 0, 5, 4, 0, 0.994913, 18001, 2.23282, 0.482853, 3768668
8063, 2304, 3, 8, 0, 0.994913, 18004, 2.23292, 0.501882, 3769637
8064, 2337, 3, 4, 0, 0.994913, 18007, 2.23301, 0.525926, 3769599
8065, 0, 0, 0, 0, 0.994913, 18007, 2.23273, 0.480479, 3768534
8066, 66048, 3, 4, 0, 0.994913, 18010, 2.23283, 0.472662, 3769757
8067, 0, 0, 6, 0, 0.994913, 18010, 2.23255, 0.487339, 3768730
8068, 2064, 3, 2, 0, 0.994913, 18013, 2.23265, 0.484763, 3769045
8069, 137232, 3, 7, 0, 0.994913, 18016, 2.23274, 0.480821, 3769522
8070, 170004, 3, 0, 0, 0.994913, 18019, 2.23284, 0.479989, 3770087
8071, 0, 0, 0, 0, 0.994913, 18019, 2.23256, 0.475791, 3771122
8072, 65664, 3, 0, 0, 0.994913, 18022, 2.23266, 0.476389, 3768827
8073, 0, 0, 4, 0, 0.994913, 18022, 2.23238, 0.464129, 3770226
8074, 131328, 3, 6, 0, 0.994913, 18025, 2.23247, 0.471861, 3769195
8075, 164112, 3, 4, 0, 0.994913, 18028, 2.23257, 0.479835, 3769700
8076, 0, 0, 7, 0, 0.994913, 18028, 2.23229, 0.46188, 3769666
8077, 131076, 3, 1, 0, 0.994913, 18031, 2.23239, 0.464497, 3769710
8078, 155652, 3, 2, 0, 0.994913, 18034, 2.23248, 0.468403, 3770815
8079, 0, 0, 0, 0, 0.994913, 18034, 2.23221, 0.477343, 3770729
8080, 65568, 3, 4, 0, 0.994913, 18037, 2.2323, 0.469014, 3770718
8081, 98592, 3, 8, 0, 0.994913, 18040, 2.2324, 0.469603, 3770371
8082, 0, 5, 2, 0, 0.994913, 18045, 2.23274, 0.462205, 3770596
8083, 4104, 3, 5, 0, 0.994913, 18048, 2.23283, 0.464847, 3770471
8084, 4680, 3, 3, 0, 0.994913, 18051, 2.23293, 0.463142, 3770260
8085, 136776, 3, 2, 0, 0.994913, 18054, 2.23302, 0.473449, 3770411
8086, 0, 0, 0, 0, 0.994913, 18054, 2.23275, 0.467343, 3769943
8087, 65568, 3, 8, 0, 0.994913, 18057, 2.23284, 0.468768, 3769510
8088, 73761, 3, 7, 0, 0.994913, 18060, 2.23294, 0.474574, 3769599
8089, 0, 1, 5, 0, 0.994913, 18061, 2.23279, 0.464277, 3770879
8090, 32832, 3, 7, 0, 0.994913, 18064, 2.23288, 0.462203, 3769575
8091, 32868, 3, 2, 0, 0.994913, 18067, 2.23297, 0.478604, 3770566
8092, 36966, 3, 5, 0, 0.994913, 18070, 2.23307, 0.4743, 3771428
8093, 0, 0, 0, 0, 0.994913, 18070, 2.23279, 0.469384, 3770825
8094, 65544, 3, 8, 0, 0.994913, 18073, 2.23289, 0.467317, 3771094
8095, 73737, 3, 7, 0, 0.994913, 18076, 2.23298, 0.473843, 3770286
8096, 0, 0, 7, 0, 0.994913, 18076, 2.23271, 0.469208, 3770109
8097, 2052, 3, 8, 0, 0.994913, 18079, 2.2328, 0.459239, 3770225
8098, 10245, 3, 7, 0, 0.994913, 18082, 2.2329, 0.468956, 3768754
8099, 0, 0, 1, 0, 0.994913, 18082, 2.23262, 0.457885, 3769873
8100, 147456, 3, 4, 0, 0.994913, 18085, 2.23272, 0.461039, 3770380
8101, 147744, 3, 6, 0, 0.994913, 18088, 2.23281, 0.477843, 3770109
8102, 0, 0, 0, 0, 0.994913, 18088, 2.23254, 0.458677, 3768769
8103, 65664, 3, 8, 0, 0.994913, 18091, 2.23263, 0.477953, 3767071
8104, 66177, 3, 7, 0, 0.994913, 18094, 2.23272, 0.464185, 3768685
8105, 74373, 3, 6, 0, 0.994913, 18097, 2.23282, 0.477506, 3769573
8106, 0, 5, 4, 0, 0.994913, 18102, 2.23316, 0.472498, 3769614
8107, 384, 3, 1, 0, 0.994913, 18105, 2.23326, 0.461007, 3769741
8108, 18816, 3, 7, 0, 0.994913, 18108, 2.23335, 0.471828, 3770259
8109, 0, 5, 2, 0, 0.994913, 18113, 2.23369, 0.469626, 3770528
8110, 36864, 3, 0, 0, 0.994913, 18116, 2.23379, 0.470375, 3769844
8111, 102528, 3, 7, 0, 0.994913, 18119, 2.23388, 0.47123, 3770474
8112, 104580, 3, 7, 0, 0.994913, 18122, 2.23397, 0.472393, 3771523
8113, 0, 0, 0, 0, 0.994913, 18122, 2.2337, 0.469822, 3772631
8114, 67584, 3, 7, 0, 0.994913, 18125, 2.23379, 0.47108, 3771008
8115, 67620, 3, 7, 0, 0.994913, 18128, 2.23389, 0.466119, 3770411
8116, 0, 0, 2, 0, 0.994913, 18128, 2.23361, 0.464855, 3771428
8117, 4608, 3, 6, 0, 0.994913, 18131, 2.23371, 0.472399, 3771886
8118, 135696, 3, 8, 0, 0.994913, 18134, 2.2338, 0.471535, 3772497
8119, 168465, 3, 7, 0, 0.994913, 18137, 2.2339, 0.473454, 3773310
8120, 0, 5, 4, 0, 0.994913, 18142, 2.23424, 0.473107, 3774199
8121, 288, 3, 7, 0, 0.994913, 18145, 2.23433, 0.467352, 3772485
8122, 131364, 3, 5, 0, 0.994913, 18148, 2.23443, 0.467058, 3771620
8123, 0, 1, 3, 0, 0.994913, 18149, 2.23427, 0.470829, 3771671
8124, 1032, 3, 5, 0, 0.994913, 18152, 2.23437, 0.468248, 3771166
8125, 1608, 3, 2, 0, 0.994913, 18155, 2.23446, 0.479617, 3771607
8126, 5706, 3, 2, 0, 0.994913, 18158, 2.23456, 0.466844, 3771010
8127, 0, 0, 3, 0, 0.994913, 18158, 2.23428, 0.463389, 3770601
8128, 1152, 3, 5, 0, 0.994913, 18161, 2.23438, 0.468519, 3769431
8129, 0, 0, 8, 0, 0.994913, 18161, 2.2341, 0.463093, 3770474
8130, 131073, 3, 8, 0, 0.994913, 18164, 2.23419, 0.484375, 3769977
8131, 0, 0, 0, 0, 0.994913, 18164, 2.23392, 0.459455, 3770482
8132, 73728, 3, 8, 0, 0.994913, 18167, 2.23401, 0.462717, 3769730
8133, 75777, 3, 3, 0, 0.994913, 18170, 2.23411, 0.472524, 3770815
8134, 0, 0, 0, 0, 0.994913, 18170, 2.23383, 0.466873, 3771964
8135, 65544, 3, 8, 0, 0.994913, 18173, 2.23393, 0.462901, 3771194
8136, 65577, 3, 1, 0, 0.994913, 18176, 2.23402, 0.467945, 3770452
8137, 82089, 3, 8, 0, 0.994913, 18179, 2.23412, 0.470068, 3770548
8138, 0, 0, 0, 0, 0.994913, 18179, 2.23384, 0.467409, 3769779
8139, 66048, 3, 8, 0, 0.994913, 18182, 2.23394, 0.457347, 3770029
8140, 66057, 3, 5, 0, 0.994913, 18185, 2.23403, 0.471274, 3770079
8141, 66153, 3, 8, 0, 0.994913, 18188, 2.23412, 0.473073, 3771394
8142, 0, 0, 0, 0, 0.994913, 18188, 2.23385, 0.4656, 3771157
8143, 65568, 3, 2, 0, 0.994913, 18191, 2.23394, 0.474089, 3770821
8144, 69792, 3, 6, 0, 0.994913, 18194, 2.23404, 0.472091, 3769996
8145, 0, 0, 4, 0, 0.994913, 18194, 2.23376, 0.474058, 3769636
8146, 131328, 3, 0, 0, 0.994913, 18197, 2.23386, 0.462577, 3768538
8147, 0, 0, 0, 0, 0.994913, 18197, 2.23358, 0.465942, 3769266
8148, 66048, 3, 4, 0, 0.994913, 18200, 2.23368, 0.46458, 3768697
8149, 0, 0, 0, 0, 0.994913, 18200, 2.2334, 0.47193, 3769257
8150, 65544, 3, 8, 0, 0.994913, 18203, 2.2335, 0.467246, 3769137
8151, 65673, 3, 0, 0, 0.994913, 18206, 2.23359, 0.477873, 3769480
8152, 0, 0, 5, 0, 0.994913, 18206, 2.23332, 0.467629, 3769920
8153, 66, 3, 5, 0, 0.994913, 18209, 2.23341, 0.470258, 3769293
8154, 0, 0, 8, 0, 0.994913, 18209, 2.23314, 0.469377, 3768984
8155, 513, 3, 7, 0, 0.994913, 18212, 2.23323, 0.47398, 3769042
8156, 2565, 3, 5, 0, 0.994913, 18215, 2.23333, 0.484158, 3769899
8157, 10821, 3, 8, 0, 0.994913, 18218, 2.23342, 0.47661, 3769589
8158, 0, 0, 0, 0, 0.994913, 18218, 2.23315, 0.477264, 3769416
8159, 66048, 3, 4, 0, 0.994913, 18221, 2.23324, 0.467315, 3768676
8160, 0, 0, 3, 0, 0.994913, 18221, 2.23297, 0.466147, 3768126
8161, 9216, 3, 7, 0, 0.994913, 18224, 2.23306, 0.464244, 3769145
8162, 9732, 3, 2, 0, 0.994913, 18227, 2.23315, 0.478389, 3769476
8163, 0, 0, 1, 0, 0.994913, 18227, 2.23288, 0.464673, 3769361
8164, 24576, 3, 7, 0, 0.994913, 18230, 2.23297, 0.468019, 3769766
8165, 24708, 3, 7, 0, 0.994913, 18233, 2.23307, 0.468493, 3771304
8166, 0, 0, 0, 0, 0.994913, 18233, 2.23279, 0.465901, 3769666
8167, 65538, 3, 8, 0, 0.994913, 18236, 2.23289, 0.477741, 3771328
8168, 0, 0, 0, 0, 0.994913, 18236, 2.23262, 0.479439, 3771778
8169, 67584, 3, 8, 0, 0.994913, 18239, 2.23271, 0.487049, 3772016
8170, 68097, 3, 3, 0, 0.994913, 18242, 2.2328, 0.478307, 3773039
8171, 0, 0, 0, 0, 0.994913, 18242, 2.23253, 0.46987, 3772008
8172, 65538, 3, 8, 0, 0.994913, 18245, 2.23262, 0.471959, 3772872
8173, 0, 0, 6, 0, 0.994913, 18245, 2.23235, 0.461072, 3772006
8174, 528, 3, 8, 0, 0.994913, 18248, 2.23244, 0.46954, 3771567
8175, 537, 3, 2, 0, 0.994913, 18251, 2.23254, 0.468791, 3770058
8176, 135705, 3, 5, 0, 0.994913, 18254, 2.23263, 0.470053, 3770383
8177, 0, 5, 6, 0, 0.994913, 18259, 2.23297, 0.466291, 3770343
8178, 2064, 3, 4, 0, 0.994913, 18262, 2.23306, 0.470988, 3770666
8179, 133392, 3, 1, 0, 0.994913, 18265, 2.23316, 0.469618, 3772275
8180, 149904, 3, 2, 0, 0.994913, 18268, 2.23325, 0.472092, 3772116
8181, 0, 5, 0, 0, 0.994913, 18273, 2.23359, 0.479418, 3772512
8182, 98304, 3, 2, 0, 0.994913, 18276, 2.23368, 0.477262, 3772207
8183, 102528, 3, 6, 0, 0.994913, 18279, 2.23378, 0.481761, 3772738
8184, 103056, 3, 3, 0, 0.994913, 18282, 2.23387, 0.489941, 3773288
8185, 0, 5, 6, 0, 0.994913, 18287, 2.23421, 0.503263, 3773167
8186, 8208, 3, 3, 0, 0.994913, 18290, 2.2343, 0.483377, 3772205
8187, 42000, 3, 7, 0, 0.994913, 18293, 2.2344, 0.492167, 3772876
8188, 42006, 3, 7, 0, 0.994913, 18296, 2.23449, 0.498332, 3772217
8189, 0, 0, 0, 0, 0.994913, 18296, 2.23422, 0.497468, 3771020
8190, 67584, 3, 4, 0, 0.994913, 18299, 2.23431, 0.488251, 3770675
8191, 100608, 3, 6, 0, 0.994913, 18302, 2.2344, 0.496174, 3771849
8192, 100626, 3, 4, 0, 0.994913, 18305, 2.2345, 0.481398, 3771825
8193, 0, 0, 4, 0, 0.994913, 18305, 2.23422, 0.493539, 3771468
8194, 8448, 3, 2, 0, 0.994913, 18308, 2.23432, 0.501343, 3771295
8195, 0, 0, 3, 0, 0.994913, 18308, 2.23405, 0.484346, 3771961
8196, 1056, 3, 7, 0, 0.994913, 18311, 2.23414, 0.472041, 3770140
8197, 1062, 3, 5, 0, 0.994913, 18314, 2.23423, 0.483242, 3771373
8198, 132198, 3, 4, 0, 0.994913, 18317, 2.23433, 0.482699, 3772613
8199, 0, 5, 8, 0, 0.994913, 18322, 2.23466, 0.474887, 3771970
8200, 2049, 3, 4, 0, 0.994913, 18325, 2.23476, 0.475802, 3771845
8201, 2433, 3, 8, 0, 0.994913, 18328, 2.23485, 0.483531, 3773275
8202, 0, 0, 3, 0, 0.994913, 18328, 2.23458, 0.475431, 3771657
8203, 1536, 3, 5, 0, 0.994913, 18331, 2.23467, 0.477566, 3772446
8204, 1602, 3, 2, 0, 0.994913, 18334, 2.23476, 0.48277, 3772046
8205, 5730, 3, 7, 0, 0.994913, 18337, 2.23486, 0.486008, 3773006
8206, 38502, 3, 5, 0, 0.994913, 18340, 2.23495, 0.485001, 3773063
8207, 0, 0, 1, 0, 0.994913, 18340, 2.23468, 0.491476, 3772356
8208, 16896, 3, 6, 0, 0.994913, 18343, 2.23477, 0.486757, 3772297
8209, 25104, 3, 4, 0, 0.994913, 18346, 2.23486, 0.495431, 3773542
8210, 0, 0, 0, 0, 0.994913, 18346, 2.23459, 0.478305, 3772569
8211, 73728, 3, 6, 0, 0.994913, 18349, 2.23469, 0.485435, 3770624
8212, 73752, 3, 7, 0, 0.994913, 18352, 2.23478, 0.479627, 3771077
8213, 0, 0, 1, 0, 0.994913, 18352, 2.23451, 0.488647, 3771549
8214, 18432, 3, 2, 0, 0.994913, 18355, 2.2346, 0.475179, 3770029
8215, 22530, 3, 7, 0, 0.994913, 18358, 2.23469, 0.495608, 3773356
8216, 22566, 3, 7, 0, 0.994913, 18361, 2.23479, 0.508832, 3773653
8217, 0, 0, 1, 0, 0.994913, 18361, 2.23451, 0.48149, 3772946
8218, 16416, 3, 5, 0, 0.994913, 18364, 2.23461, 0.479309, 3771830
8219, 24672, 3, 5, 0, 0.994913, 18367, 2.2347, 0.482379, 3773020
8220, 0, 0, 5, 0, 0.994913, 18367, 2.23443, 0.471613, 3772279
8221, 66, 3, 4, 0, 0.994913, 18370, 2.23452, 0.478717, 3773284
8222, 8514, 3, 3, 0, 0.994913, 18373, 2.23461, 0.484206, 3772617
8223, 0, 5, 8, 0, 0.994913, 18378, 2.23495, 0.481095, 3772378
8224, 8193, 3, 1, 0, 0.994913, 18381, 2.23504, 0.47439, 3772496
8225, 155649, 3, 7, 0, 0.994913, 18384, 2.23514, 0.479499, 3772581
8226, 155781, 3, 7, 0, 0.994913, 18387, 2.23523, 0.483362, 3774013
8227, 0, 0, 4, 0, 0.994913, 18387, 2.23496, 0.477577, 3775875
8228, 258, 3, 4, 0, 0.994913, 18390, 2.23505, 0.481593, 3775245
8229, 0, 0, 1, 0, 0.994913, 18390, 2.23478, 0.479854, 3774949
8230, 16392, 3, 5, 0, 0.994913, 18393, 2.23487, 0.50213, 3774229
8231, 16968, 3, 6, 0, 0.994913, 18396, 2.23497, 0.489701, 3772895
8232, 16986, 3, 8, 0, 0.994913, 18399, 2.23506, 0.503347, 3773327
8233, 0, 0, 7, 0, 0.994913, 18399, 2.23479, 0.472184, 3773961
8234, 36, 3, 1, 0, 0.994913, 18402, 2.23488, 0.504062, 3772583
8235, 16422, 3, 2, 0, 0.994913, 18405, 2.23497, 0.492421, 3773446
8236, 151590, 3, 8, 0, 0.994913, 18408, 2.23507, 0.487299, 3773212
8237, 0, 0, 0, 0, 0.994913, 18408, 2.23479, 0.488546, 3774169
8238, 65664, 3, 4, 0, 0.994913, 18411, 2.23489, 0.505957, 3774168
8239, 74112, 3, 7, 0, 0.994913, 18414, 2.23498, 0.496542, 3775031
8240, 0, 1, 0, 0, 0.994913, 18415, 2.23483, 0.492489, 3776095
8241, 65664, 3, 8, 0, 0.994913, 18418, 2.23492, 0.48902, 3776663
8242, 98433, 3, 6, 0, 0.994913, 18421, 2.23502, 0.49297, 3776741
8243, 100497, 3, 7, 0, 0.994913, 18424, 2.23511, 0.484338, 3776229
8244, 0, 5, 6, 0, 0.994913, 18429, 2.23544, 0.486122, 3777425
8245, 24, 3, 8, 0, 0.994913, 18432, 2.23554, 0.484601, 3778031
8246, 153, 3, 7, 0, 0.994913, 18435, 2.23563, 0.486815, 3777288
8247, 0, 0, 0, 0, 0.994913, 18435, 2.23536, 0.477323, 3775876
8248, 65568, 3, 7, 0, 0.994913, 18438, 2.23545, 0.476587, 3773366
8249, 98340, 3, 5, 0, 0.994913, 18441, 2.23554, 0.480309, 3773745
8250, 98916, 3, 5, 0, 0.994913, 18444, 2.23564, 0.486036, 3774555
8251, 0, 0, 6, 0, 0.994913, 18444, 2.23537, 0.478003, 3774683
8252, 8208, 3, 3, 0, 0.994913, 18447, 2.23546, 0.483033, 3774888
8253, 42000, 3, 7, 0, 0.994913, 18450, 2.23555, 0.502156, 3775471
8254, 0, 1, 5, 0, 0.994913, 18451, 2.2354, 0.501022, 3775904
8255, 2112, 3, 5, 0, 0.994913, 18454, 2.23549, 0.507209, 3774225
8256, 0, 0, 0, 0, 0.994913, 18454, 2.23522, 0.480313, 3773531
8257, 65664, 3, 0, 0, 0.994913, 18457, 2.23532, 0.498479, 3773877
8258, 0, 0, 1, 0, 0.994913, 18457, 2.23504, 0.480718, 3774734
8259, 147456, 3, 2, 0, 0.994913, 18460, 2.23514, 0.50929, 3774510
8260, 153600, 3, 3, 0, 0.994913, 18463, 2.23523, 0.493755, 3774799
8261, 0, 0, 0, 0, 0.994913, 18463, 2.23496, 0.506093, 3775545
8262, 67584, 3, 4, 0, 0.994913, 18466, 2.23505, 0.491804, 3774530
8263, 67848, 3, 6, 0, 0.994913, 18469, 2.23514, 0.498262, 3775566
8264, 67866, 3, 1, 0, 0.994913, 18472, 2.23524, 0.484774, 3773976
8265, 84378, 3, 8, 0, 0.994913, 18475, 2.23533, 0.478105, 3774189
8266, 0, 0, 0, 0, 0.994913, 18475, 2.23506, 0.475625, 3773600
8267, 73728, 3, 7, 0, 0.994913, 18478, 2.23515, 0.475728, 3773757
8268, 73860, 3, 8, 0, 0.994913, 18481, 2.23524, 0.478847, 3774244
8269, 73893, 3, 8, 0, 0.994913, 18484, 2.23534, 0.486267, 3774378
8270, 0, 0, 0, 0, 0.994913, 18484, 2.23507, 0.478809, 3773277
8271, 66048, 3, 1, 0, 0.994913, 18487, 2.23516, 0.475424, 3772540
8272, 82440, 3, 4, 0, 0.994913, 18490, 2.23525, 0.486076, 3772194
8273, 0, 0, 0, 0, 0.994913, 18490, 2.23498, 0.470974, 3772458
8274, 65568, 3, 2, 0, 0.994913, 18493, 2.23507, 0.476034, 3771238
8275, 70176, 3, 6, 0, 0.994913, 18496, 2.23517, 0.489248, 3772002
8276, 0, 0, 0, 0, 0.994913, 18496, 2.2349, 0.493694, 3772166
8277, 65544, 3, 4, 0, 0.994913, 18499, 2.23499, 0.481925, 3772505
8278, 98568, 3, 5, 0, 0.994913, 18502, 2.23508, 0.497433, 3772544
8279, 98634, 3, 7, 0, 0.994913, 18505, 2.23517, 0.47295, 3772867
8280, 0, 0, 0, 0, 0.994913, 18505, 2.2349, 0.492881, 3771037
8281, 65568, 3, 8, 0, 0.994913, 18508, 2.235, 0.510545, 3772535
8282, 67617, 3, 2, 0, 0.994913, 18511, 2.23509, 0.474293, 3772016
8283, 104481, 3, 8, 0, 0.994913, 18514, 2.23518, 0.492327, 3772603
8284, 0, 0, 8, 0, 0.994913, 18514, 2.23491, 0.473565, 3773396
8285, 129, 3, 6, 0, 0.994913, 18517, 2.235, 0.496521, 3773483
8286, 153, 3, 8, 0, 0.994913, 18520, 2.2351, 0.486061, 3774201
8287, 0, 0, 6, 0, 0.994913, 18520, 2.23483, 0.470226, 3773579
8288, 2064, 3, 5, 0, 0.994913, 18523, 2.23492, 0.480203, 3774019
8289, 10320, 3, 7, 0, 0.994913, 18526, 2.23501, 0.480166, 3774413
8290, 10326, 3, 4, 0, 0.994913, 18529, 2.2351, 0.4791, 3773747
8291, 141654, 3, 8, 0, 0.994913, 18532, 2.23519, 0.483422, 3774562
8292, 0, 0, 0, 0, 0.994913, 18532, 2.23493, 0.469539, 3774439
8293, 65664, 3, 4, 0, 0.994913, 18535, 2.23502, 0.482868, 3773464
8294, 74112, 3, 7, 0, 0.994913, 18538, 2.23511, 0.477346, 3773948
8295, 106884, 3, 4, 0, 0.994913, 18541, 2.2352, 0.484315, 3774542
8296, 0, 0, 0, 0, 0.994913, 18541, 2.23493, 0.484299, 3774396
8297, 65544, 3, 2, 0, 0.994913, 18544, 2.23502, 0.476117, 3774211
8298, 70152, 3, 1, 0, 0.994913, 18547, 2.23512, 0.499182, 3774951
8299, 0, 5, 5, 0, 0.994913, 18552, 2.23545, 0.480137, 3774403
8300, 2112, 3, 8, 0, 0.994913, 18555, 2.23554, 0.500033, 3773094
8301, 34881, 3, 8, 0, 0.994913, 18558, 2.23563, 0.47911, 3773110
8302, 0, 0, 0, 0, 0.994913, 18558, 2.23536, 0.489197, 3774031
8303, 73728, 3, 2, 0, 0.994913, 18561, 2.23546, 0.486194, 3773571
8304, 0, 0, 0, 0, 0.994913, 18561, 2.23519, 0.495921, 3774604
8305, 65568, 3, 8, 0, 0.994913, 18564, 2.23528, 0.505026, 3774159
8306, 65697, 3, 2, 0, 0.994913, 18567, 2.23537, 0.496233, 3774309
8307, 71841, 3, 5, 0, 0.994913, 18570, 2.23546, 0.512987, 3774712
8308, 0, 0, 0, 0, 0.994913, 18570, 2.23519, 0.481938, 3774495
8309, 66048, 3, 5, 0, 0.994913, 18573, 2.23529, 0.474406, 3773728
8310, 66114, 3, 4, 0, 0.994913, 18576, 2.23538, 0.484319, 3774103
8311, 0, 0, 1, 0, 0.994913, 18576, 2.23511, 0.475807, 3774609
8312, 18432, 3, 3, 0, 0.994913, 18579, 2.2352, 0.468004, 3773695
8313, 0, 0, 4, 0, 0.994913, 18579, 2.23493, 0.474666, 3773940
8314, 33024, 3, 8, 0, 0.994913, 18582, 2.23503, 0.477913, 3773954
8315, 33153, 3, 6, 0, 0.994913, 18585, 2.23512, 0.4834, 3773500
8316, 35217, 3, 8, 0, 0.994913, 18588, 2.23521, 0.480422, 3773026
8317, 0, 0, 0, 0, 0.994913, 18588, 2.23494, 0.479162, 3773915
8318, 98304, 3, 6, 0, 0.994913, 18591, 2.23503, 0.479399, 3773493
8319, 98448, 3, 6, 0, 0.994913, 18594, 2.23512, 0.484584, 3773841
8320, 0, 0, 0, 0, 0.994913, 18594, 2.23486, 0.476153, 3774321
8321, 98304, 3, 2, 0, 0.994913, 18597, 2.23495, 0.498348, 3774467
8322, 102408, 3, 7, 0, 0.994913, 18600, 2.23504, 0.50558, 3773657
8323, 0, 0, 0, 0, 0.994913, 18600, 2.23477, 0.502675, 3776435
8324, 65544, 3, 4, 0, 0.994913, 18603, 2.23486, 0.490988, 3775517
8325, 67848, 3, 7, 0, 0.994913, 18606, 2.23495, 0.491963, 3774447
8326, 0, 0, 0, 0, 0.994913, 18606, 2.23469, 0.493665, 3774868
8327, 98304, 3, 4, 0, 0.994913, 18609, 2.23478, 0.488336, 3775294
8328, 98568, 3, 7, 0, 0.994913, 18612, 2.23487, 0.498894, 3775327
8329, 0, 0, 0, 0, 0.994913, 18612, 2.2346, 0.495481, 3775478
8330, 66048, 3, 4, 0, 0.994913, 18615, 2.23469, 0.500092, 3774732
8331, 0, 0, 0, 0, 0.994913, 18615, 2.23443, 0.491287, 3775075
8332, 67584, 3, 8, 0, 0.994913, 18618, 2.23452, 0.469099, 3775188
8333, 75777, 3, 6, 0, 0.994913, 18621, 2.23461, 0.476718, 3775207
8334, 75801, 3, 6, 0, 0.994913, 18624, 2.2347, 0.487136, 3774145
8335, 0, 0, 0, 0, 0.994913, 18624, 2.23443, 0.475848, 3773675
8336, 67584, 3, 7, 0, 0.994913, 18627, 2.23452, 0.481236, 3774662
8337, 68100, 3, 4, 0, 0.994913, 18630, 2.23462, 0.486721, 3773869
8338, 0, 0, 7, 0, 0.994913, 18630, 2.23435, 0.473317, 3774348
8339, 131076, 3, 8, 0, 0.994913, 18633, 2.23444, 0.472606, 3774623
8340, 131205, 3, 0, 0, 0.994913, 18636, 2.23453, 0.475274, 3774637
8341, 0, 0, 0, 0, 0.994913, 18636, 2.23426, 0.459862, 3773784
8342, 65544, 3, 8, 0, 0.994913, 18639, 2.23436, 0.472793, 3774575
8343, 65577, 3, 4, 0, 0.994913, 18642, 2.23445, 0.474731, 3775767
8344, 0, 5, 7, 0, 0.994913, 18647, 2.23478, 0.473612, 3775234
8345, 131076, 3, 1, 0, 0.994913, 18650, 2.23487, 0.472649, 3776023
8346, 149508, 3, 8, 0, 0.994913, 18653, 2.23496, 0.474236, 3774867
8347, 150021, 3, 8, 0, 0.994913, 18656, 2.23505, 0.474306, 3774400
8348, 0, 0, 6, 0, 0.994913, 18656, 2.23479, 0.474797, 3775314
8349, 8208, 3, 2, 0, 0.994913, 18659, 2.23488, 0.472263, 3774568
8350, 0, 0, 1, 0, 0.994913, 18659, 2.23461, 0.463489, 3774882
8351, 24576, 3, 5, 0, 0.994913, 18662, 2.2347, 0.477341, 3774796
8352, 24672, 3, 5, 0, 0.994913, 18665, 2.23479, 0.482078, 3776313
8353, 0, 0, 1, 0, 0.994913, 18665, 2.23453, 0.478959, 3775537
8354, 18432, 3, 8, 0, 0.994913, 18668, 2.23462, 0.475955, 3774008
8355, 18945, 3, 2, 0, 0.994913, 18671, 2.23471, 0.487018, 3774320
8356, 0, 1, 0, 0, 0.994913, 18672, 2.23456, 0.485706, 3773119
8357, 65544, 3, 8, 0, 0.994913, 18675, 2.23465, 0.468402, 3773393
8358, 65577, 3, 2, 0, 0.994913, 18678, 2.23475, 0.472237, 3772914
8359, 70185, 3, 3, 0, 0.994913, 18681, 2.23484, 0.478414, 3772766
8360, 71337, 3, 4, 0, 0.994913, 18684, 2.23493, 0.467452, 3774154
8361, 0, 0, 8, 0, 0.994913, 18684, 2.23466, 0.473623, 3772916
8362, 129, 3, 6, 0, 0.994913, 18687, 2.23475, 0.471962, 3772751
8363, 8337, 3, 6, 0, 0.994913, 18690, 2.23484, 0.476925, 3773107
8364, 0, 0, 0, 0, 0.994913, 18690, 2.23458, 0.466392, 3772457
8365, 65568, 3, 2, 0, 0.994913, 18693, 2.23467, 0.468821, 3772595
8366, 70176, 3, 7, 0, 0.994913, 18696, 2.23476, 0.477029, 3772301
